flow_id,window_id,pkt_count,size_mean,size_std,size_min,size_max,bytes_total,iat_mean,iat_std,iat_max,iat_min,proto,Label
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",5,51,143.09803921568627,7.924286080197705,134,158,7298,0.07560560784313726,0.4070060556920055,2.9462959999999994,0.0001499999999996504,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",6,24,628.8333333333334,133.36155951231055,276,680,15092,0.05160045833333334,0.09418114040992985,0.282527,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",6,45,294.0,0.0,294,294,13230,0.02200060000000001,0.00016208631445411168,0.022638999999999854,0.02136300000000002,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",6,45,296.0,0.0,296,296,13320,0.02224791111111111,0.00027270030943412184,0.02352100000000057,0.02104499999999998,17,VoIP_Call
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",6,46,293.0,0.0,293,293,13478,0.02187489130434782,0.0010501423139221808,0.026224000000000025,0.017507999999999413,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",6,30,678.3333333333334,0.7453559924999297,678,680,20350,0.030002133333333347,0.03024164789021191,0.08908800000000028,0.0,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",6,43,304.0,0.0,304,304,13072,0.02325041860465117,0.0003075807500372361,0.0242659999999999,0.02223599999999948,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",6,40,317.0,0.0,317,317,12680,0.0248753,0.0004883089288554229,0.02661200000000008,0.023132000000000374,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",6,147,1432.0,0.0,1432,1432,210504,0.006781455782312926,0.0006232303952759303,0.010720000000000063,0.0028519999999998547,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",6,34,635.2352941176471,120.04118382100694,306,680,21598,0.09416214705882353,0.42033451188737314,2.4917350000000003,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",6,46,291.0,0.0,291,291,13386,0.021635282608695638,0.000487766812739919,0.02381699999999931,0.019434000000000395,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",6,192,1336.0,0.0,1336,1336,256512,0.0052143124999999985,0.0003811261086268606,0.00740599999999958,0.0030200000000002447,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",6,20,140.0,3.4641016151377544,134,142,2800,0.21779990000000002,0.7318514148477068,3.3921520000000003,0.000668000000000113,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",6,39,158.0,0.0,158,158,6162,0.0236994358974359,0.026204358036251218,0.10730600000000035,0.0006510000000004013,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",6,13,139.53846153846155,3.692307692307691,134,142,1814,0.24626561538461542,0.7291009762733133,2.7686940000000004,0.004081000000000223,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",7,32,679.125,0.9921567416492215,678,680,21732,0.03075006250000001,0.04187291481221597,0.1591750000000003,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",7,46,294.0,0.0,294,294,13524,0.021996695652173905,0.0003301827471306438,0.023378999999999373,0.02062500000000078,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",7,44,296.0,0.0,296,296,13024,0.02224979545454547,0.00020240324058048385,0.02304999999999957,0.021418000000000603,17,VoIP_Call
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",7,46,293.0,0.0,293,293,13478,0.021403304347826103,0.002701663866305892,0.02351400000000048,0.004322000000000159,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",7,9,679.1111111111111,0.9938079899999066,678,680,6112,0.11815433333333332,0.13506876728458644,0.32961499999999955,0.0,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",7,44,304.0,0.0,304,304,13376,0.02274104545454544,0.0034381135548605746,0.024404000000000536,0.0003479999999997929,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",7,40,317.0,0.0,317,317,12680,0.024885825000000007,0.0004410431321027576,0.026214000000000404,0.023228999999999722,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",7,150,1432.0,0.0,1432,1432,214800,0.006691939999999998,0.0008822863649254624,0.00942899999999991,0.00046999999999997044,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",7,27,678.1481481481482,0.523782800878924,678,680,18310,0.03786955555555554,0.03700238502656711,0.10925199999999968,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",7,47,291.0,0.0,291,291,13677,0.021615702127659578,0.00018769337998208245,0.022003999999999913,0.021120999999999945,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",7,192,1336.0,0.0,1336,1336,256512,0.005213140625000001,0.00036352844916132934,0.007076000000000526,0.003157999999999994,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",7,15,134.0,0.0,134,134,2010,0.06567319999999999,0.03811810509491083,0.1591750000000003,0.0003169999999999007,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",7,10,149.2,10.998181667894016,134,158,1492,0.10390079999999999,0.09993199771824837,0.2665470000000001,0.004258000000000095,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",7,37,148.9189189189189,9.51351351351351,134,158,5510,0.027868081081081065,0.03479326921968421,0.10916799999999949,0.0001499999999996504,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",8,36,679.0,1.0,678,680,24444,0.027084027777777766,0.033013814687933615,0.1004549999999984,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",8,45,294.0,0.0,294,294,13230,0.022000333333333327,0.00020366988540833545,0.02256599999999942,0.021434000000001063,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",8,46,296.0,0.0,296,296,13616,0.021766652173913027,0.0031300028213448136,0.022802000000000433,0.0008199999999991547,17,VoIP_Call
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",8,47,293.0,0.0,293,293,13771,0.021406510638297852,0.003006719424338589,0.022323999999999344,0.0010510000000003572,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",8,39,679.1282051282051,0.991747672093011,678,680,26486,0.02677148717948719,0.046526165211918775,0.2076810000000009,0.0,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",8,44,304.0,0.0,304,304,13376,0.022702795454545465,0.0032085151307925316,0.02552999999999983,0.0020220000000001903,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",8,41,317.0,0.0,317,317,12997,0.024865268292682905,0.00025928993324562965,0.0255510000000001,0.024001999999999413,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",8,149,1432.0,0.0,1432,1432,213368,0.006691557046979863,0.0009139042978001413,0.009627999999999304,0.00039899999999981617,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",8,25,678.8,0.9797958971132712,678,680,16970,0.03814475999999999,0.04941235701909389,0.14797000000000082,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",8,46,291.0,0.0,291,291,13386,0.021625217391304335,0.0001806382299857128,0.022134000000001208,0.021110999999999436,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",8,192,1336.0,0.0,1336,1336,256512,0.0052136666666666625,0.00023210011160181194,0.006299000000000277,0.004132000000000247,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",8,18,134.0,0.0,134,134,2412,0.05418005555555558,0.026700366303088988,0.10046299999999952,0.006505999999999901,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",8,18,136.22222222222223,3.583225665910467,134,142,2452,0.05801438888888891,0.05360256216941969,0.20779699999999934,0.00038300000000113243,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",8,17,134.0,0.0,134,134,2278,0.055582000000000034,0.05092849620445345,0.14797100000000007,0.0002580000000005356,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",9,32,679.0,1.0,678,680,21728,0.03201474999999998,0.03995620008443618,0.10337499999999977,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",9,46,294.0,0.0,294,294,13524,0.0220003043478261,0.0001825945698472064,0.022638000000000602,0.021358999999998574,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",9,45,296.0,0.0,296,296,13320,0.02225031111111113,0.00016443936028196054,0.022667000000000215,0.021666999999998993,17,VoIP_Call
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",9,46,293.0,0.0,293,293,13478,0.021875608695652173,0.0003025649393652814,0.023130000000000095,0.02087299999999992,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",9,26,678.1538461538462,0.532938710021193,678,680,17632,0.0364148076923077,0.0373343150538473,0.08798299999999948,0.0,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",9,43,304.0,0.0,304,304,13072,0.023250465116279064,0.0005027367126753193,0.025271000000000043,0.021229999999999194,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",9,40,317.0,0.0,317,317,12680,0.024875425000000017,0.0003389898145593779,0.0256880000000006,0.02365700000000004,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",9,150,1432.0,0.0,1432,1432,214800,0.006692100000000008,0.0008715246850587285,0.008784999999999599,0.00043099999999896,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",9,28,678.7857142857143,0.9767710236555245,678,680,19006,0.037331035714285754,0.04732144895399796,0.1626909999999988,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",9,46,291.0,0.0,291,291,13386,0.02162539130434784,0.00035339819137001873,0.02306700000000106,0.02024499999999918,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",9,191,1336.0,0.0,1336,1336,255176,0.005213748691099481,0.00029688492611935446,0.006579999999999586,0.00357400000000041,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",9,16,134.0,0.0,134,134,2144,0.06402949999999996,0.03392032833162167,0.10337499999999977,0.00632399999999933,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",9,30,148.66666666666666,2.981423969999719,142,150,4460,0.0316899,0.0354189186088923,0.08544700000000027,0.0002080000000006521,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",9,16,134.0,0.0,134,134,2144,0.06530800000000003,0.04618710738669381,0.16294199999999925,0.0002849999999998687,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",10,32,678.625,0.9270248108869579,678,680,21716,0.03245121875000001,0.04155291340397711,0.16491900000000115,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",10,45,294.0,0.0,294,294,13230,0.02200022222222222,0.0002445069314071386,0.022695999999999827,0.021316000000000557,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",10,45,296.0,0.0,296,296,13320,0.022250488888888892,9.986204311109906e-05,0.022620999999999114,0.02184800000000031,17,VoIP_Call
"('10.1.1.15', '192.168.1.4', '192.168.1.4')",10,1,678.0,0.0,678,678,678,9.792777000000001,0.0,9.792777000000001,9.792777000000001,6,Web_Traffic
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",10,45,293.0,0.0,293,293,13185,0.021875066666666696,0.00020243335254415976,0.02262100000000089,0.021426999999999197,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",10,12,678.0,0.0,678,678,8136,0.0666417499999999,0.1091662786800674,0.4078079999999993,0.004112000000001004,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",10,43,304.0,0.0,304,304,13072,0.023250279069767454,0.00013787242596336347,0.02363399999999949,0.022864000000000217,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",10,40,317.0,0.0,317,317,12680,0.02487522499999999,0.0003630630446288191,0.02634300000000067,0.023411999999998656,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",10,149,1432.0,0.0,1432,1432,213368,0.006691543624161075,0.0007369947727608367,0.0075059999999993465,0.0006590000000006313,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",10,33,678.9090909090909,0.9958591954639383,678,680,22404,0.030479424242424218,0.04107040559526297,0.15286799999999978,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",10,46,291.0,0.0,291,291,13386,0.021629217391304353,0.00028960309518556596,0.022650999999999755,0.020595999999999393,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",10,192,1336.0,0.0,1336,1336,256512,0.005216197916666665,0.00020330335092086856,0.0058869999999995315,0.004539000000001181,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",10,28,141.71428571428572,3.9897828696482684,134,150,3968,0.03707192857142859,0.03401765977183084,0.09557299999999991,0.00025399999999997647,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",10,18,141.55555555555554,1.8324913891634047,134,142,2548,0.044210555555555565,0.03783754266337178,0.09163999999999994,0.004111999999999227,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",10,25,134.0,0.0,134,134,3350,0.040246479999999994,0.04277798934603653,0.15286699999999875,0.00013199999999891077,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",11,29,678.6896551724138,0.950624051868291,678,680,19682,0.03394165517241381,0.03725490183926843,0.10895999999999972,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",11,46,294.0,0.0,294,294,13524,0.022000043478260886,0.0007079804700241972,0.025028999999999968,0.018969999999999487,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",11,45,296.0,0.0,296,296,13320,0.022250288888888883,0.0001314685635803208,0.022670999999998998,0.02183500000000116,17,VoIP_Call
"('10.1.1.15', '192.168.1.4', '192.168.1.4')",11,9,669.3333333333334,18.90326250501043,634,680,6024,0.12595377777777766,0.14092519392829783,0.2943629999999988,0.0,6,Web_Traffic
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",11,46,293.0,0.0,293,293,13478,0.02188069565217389,0.0004265478651748616,0.02364299999999986,0.020104000000001676,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",11,14,679.4285714285714,0.9035079029052511,678,680,9512,0.07675235714285719,0.14404054801320315,0.478688,0.0,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",11,43,304.0,0.0,304,304,13072,0.023250325581395326,0.0007180739328696348,0.026299000000001627,0.020206999999999198,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",11,40,317.0,0.0,317,317,12680,0.024910675000000014,0.0003190588807335563,0.02627999999999986,0.02414100000000019,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",11,148,1432.0,0.0,1432,1432,211936,0.006782581081081078,0.0005413660525793783,0.010101999999999833,0.003282999999999703,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",11,40,678.9,0.9949874371066202,678,680,27156,0.024052024999999987,0.03094464050565739,0.1061709999999998,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",11,47,291.0,0.0,291,291,13677,0.02162146808510638,0.00014819694358469734,0.02200900000000061,0.02120799999999967,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",11,192,1336.0,0.0,1336,1336,256512,0.00521119270833333,0.00033773955903692405,0.006740999999999886,0.00368499999999905,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",11,20,138.0,4.732863826479693,134,150,2760,0.04918569999999996,0.0339649120241758,0.10895999999999972,0.004125000000000156,6,Web_Traffic
"('192.168.1.4', '10.1.1.15', '192.168.1.4')",11,23,134.0,0.0,134,134,3082,0.4751395652173913,2.048137581438823,10.072324,0.0001409999999992806,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",11,4,134.0,0.0,134,134,536,0.2685902499999999,0.14513970294577358,0.4786319999999993,0.06838600000000028,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",11,26,134.0,0.0,134,134,3484,0.03700307692307693,0.03168227348452007,0.10634199999999971,0.0001499999999996504,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",12,29,679.0344827586207,0.9994052928406513,678,680,19692,0.03384748275862068,0.04999740714078518,0.17563200000000023,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",12,45,294.0,0.0,294,294,13230,0.02200099999999997,0.00020310500841803995,0.022508999999999446,0.02131099999999897,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",12,45,296.0,0.0,296,296,13320,0.02225031111111109,0.0003697546226724842,0.023118999999999446,0.021383000000000152,17,VoIP_Call
"('10.1.1.15', '192.168.1.4', '192.168.1.4')",12,12,679.0,1.0,678,680,8148,0.09221075000000001,0.10963223160649796,0.27953399999999995,0.0,6,Web_Traffic
"('10.1.1.16', '192.168.1.5', '192.168.1.5')",12,46,293.0,0.0,293,293,13478,0.02186997826086957,0.0005077422098874032,0.024065000000000225,0.019702999999999804,17,VoIP_Call
"('10.1.1.17', '192.168.1.4', '192.168.1.4')",12,27,678.9629629629629,0.9993138935727441,678,680,18332,0.043650518518518505,0.06039955179522832,0.20500599999999913,0.0,6,Web_Traffic
"('10.1.1.18', '192.168.1.5', '192.168.1.5')",12,44,304.0,0.0,304,304,13376,0.02272195454545457,0.0034261586093051227,0.024395999999999418,0.00032500000000013074,17,VoIP_Call
"('10.1.1.2', '192.168.1.5', '192.168.1.5')",12,40,317.0,0.0,317,317,12680,0.024840224999999983,0.0002137724827355645,0.025260999999998646,0.023815000000000808,17,VoIP_Call
"('10.1.1.5', '192.168.1.3', '192.168.1.3')",12,148,1432.0,0.0,1432,1432,211936,0.006736695945945945,0.0018597950107136327,0.025266999999999484,0.0,17,Camera_IP
"('10.1.1.7', '192.168.1.4', '192.168.1.4')",12,36,678.7222222222222,0.9606453592105882,678,680,24434,0.027015944444444488,0.036509485951480555,0.09604399999999913,0.0,6,Web_Traffic
"('10.1.1.8', '192.168.1.5', '192.168.1.5')",12,46,291.0,0.0,291,291,13386,0.02162728260869564,0.0003193460480312262,0.02289700000000039,0.020671000000000106,17,VoIP_Call
"('10.1.1.9', '192.168.1.3', '192.168.1.3')",12,192,1336.0,0.0,1336,1336,256512,0.005213713541666665,0.00037943460710200886,0.00806400000000096,0.0023660000000003123,17,Camera_IP
"('192.168.1.4', '10.1.1.11', '192.168.1.4')",12,14,134.0,0.0,134,134,1876,0.07018542857142863,0.051340097251722824,0.17563300000000126,0.006840999999999653,6,Web_Traffic
"('192.168.1.4', '10.1.1.15', '192.168.1.4')",12,8,134.0,0.0,134,134,1072,0.13878987499999984,0.10867464872089226,0.28031000000000006,0.0003919999999997259,6,Web_Traffic
"('192.168.1.4', '10.1.1.17', '192.168.1.4')",12,14,135.14285714285714,2.799416848895061,134,142,1892,0.08419542857142849,0.05953941649351084,0.20169999999999888,0.004067999999998406,6,Web_Traffic
"('192.168.1.4', '10.1.1.7', '192.168.1.4')",12,33,149.27272727272728,10.11231690405538,134,158,4926,0.029582484848484848,0.03670211721671053,0.09550800000000059,0.00021300000000046282,6,Web_Traffic
"('10.1.1.11', '192.168.1.4', '192.168.1.4')",13,26,678.6923076923077,0.9514859136040754,678,680,17646,0.0376005384615385,0.049817045561527364,0.1772229999999997,0.0,6,Web_Traffic
"('10.1.1.12', '192.168.1.5', '192.168.1.5')",13,46,294.0,0.0,294,294,13524,0.02199978260869567,0.00040444373570352213,0.023241999999999763,0.02075600000000044,17,VoIP_Call
"('10.1.1.13', '192.168.1.5', '192.168.1.5')",13,46,296.0,0.0,296,296,13616,0.0217707391304348,0.0030261308517557386,0.022625999999998925,0.0015679999999989036,17,VoIP_Call
"('10.1.1.15', '192.168.1.4', '192.168.1.4')",13,18,679.2222222222222,0.974996043043569,678,680,12226,0.04852438888888896,0.07363356040717892,0.20205600000000068,0.0,6,Web_Traffic
